Campaign Name,Country,Action,Negative Keyword ID,Negative Keyword,Match Type,Status,Campaign ID,Ad Group ID,Level,Negative Group,Notes
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,навчання,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,шаблон,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,ексель,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,таблиця,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,скачати безкоштовно,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,безкоштовно,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,салон поруч,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,манікюр поруч,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,барбер поруч,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,перукар поруч,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,косметолог поруч,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,масаж поруч,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,записатися на манікюр,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,записатися до перукаря,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,записатися до барбера,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,записатися до косметолога,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,записатися на масаж,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,ціна манікюру,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,ціни салон,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,адреса салону,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,відгуки салон,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,найкращий салон,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,салон біля мене,EXACT,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,записатися манікюр,BROAD,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,записатися перукар,BROAD,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,записатися барбер,BROAD,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,записатися косметолог,BROAD,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,записатися масаж,BROAD,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,салон поруч,BROAD,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,манікюр поруч,BROAD,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,барбер поруч,BROAD,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,перукар поруч,BROAD,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,ціна манікюру,BROAD,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,адреса салону,BROAD,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_UA_SR_EXACT_W1,Ukraine,CREATE,,відгуки салон,BROAD,ACTIVE,,,CAMPAIGN,UA_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,teamviewer,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,team viewer,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,teamviewer remote,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,anydesk,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,remote desktop,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,time tracker,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,time tracking,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,timesheet,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,time clock,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,pomodoro,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,stopwatch,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,timer,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,todo,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,to do,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,to do list,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,notes,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,notion,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,google calendar,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,outlook calendar,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,calendar google,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,game,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,games,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,photo,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,video,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,dating,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,jobs,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,job,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,vacancy,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,course,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,training,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,template,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,excel,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,spreadsheet,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,free download,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,download free,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,тимвьювер,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,тимвювер,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,тим вьювер,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,удаленный доступ,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,таймер,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,секундомер,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,помодоро,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,трекер времени,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,учет времени,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,список дел,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,заметки,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,гугл календарь,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,календарь google,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,игры,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,игра,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,фото,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,видео,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,знакомства,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,работа,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,вакансии,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,курсы,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,обучение,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,шаблон,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,эксель,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,таблица,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,скачать бесплатно,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,бесплатно,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,салон рядом,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,маникюр рядом,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,барбер рядом,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,парикмахер рядом,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,косметолог рядом,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,массаж рядом,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,записаться на маникюр,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,записаться к парикмахеру,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,записаться к барберу,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,записаться к косметологу,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,записаться на массаж,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,CREATE,,цена маникюра,EXACT,ACTIVE,,,CAMPAIGN,RU_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
